Index,NAME,DATE,TAVG,TMAX,TMIN,Season
504,Maui,16 January 2017,77,89,67,Winter
505,Maui,17 January 2017,80,85,72,Winter
506,Maui,18 January 2017,82,87,78,Winter
507,Maui,19 January 2017,75,82,62,Winter
508,Maui,20 January 2017,65,71,61,Winter
509,Maui,21 January 2017,69,81,60,Winter
510,Maui,22 January 2017,69,77,65,Winter
511,Maui,23 January 2017,70,79,66,Winter
512,Maui,24 January 2017,71,79,66,Winter
513,Maui,25 January 2017,70,77,63,Winter
514,Maui,26 January 2017,70,78,62,Winter
515,Maui,27 January 2017,67,78,58,Winter
516,Maui,28 January 2017,67,73,59,Winter
517,Maui,29 January 2017,66,75,60,Winter
518,Maui,30 January 2017,65,76,57,Winter
519,Maui,31 January 2017,65,76,57,Winter
1693,Hawai'i,01 September 2018,69,77,60,Autumn
